Title,Application_date,Place_of_work,Company,Url,Description,Date_of_announcement,Region,Site
Podatkovni analitik - svetovalec,/,Ljubljana,NLB d.d.,https://www.zaposlitev.info/delo/podatkovni-analitik-svetovalec-2/,"        Podatkovni analitik - svetovalec (m/ž) v organizacijski enoti Razvoj in upravljanje prodajeIščemo motivirano osebo, ki bo pomagala soustvarjati našo zgodbo kot največje bančne in finančne skupine v Sloveniji in Jugovzhodni Evropi. V kol",17.2.2021,Osrednjeslovenska,zaposlitev.info
Samostojni računovodja m/ž,/,Ljubljana,"AMONTE, avtopralnica in vulkanizerstvo, d.o.o.",https://www.zaposlitev.info/delo/samostojni-racunovodja-m-z/,"         	samostojno vodenje računovodstva podjetja, 	kontiranje in knjiženje prejetih in izdanih računov ter drugih dokumentov, 	obračun plač in ostalih osebnih prejemkov, 	obračun DDV, 	poročanje na E-davki, Ajpes, M-4, 	izdelava letnih ",17.2.2021,Osrednjeslovenska,zaposlitev.info
Analitik - modelar - svetovalec,/,Ljubljana,NLB d.d.,https://www.zaposlitev.info/delo/analitik-modelar-svetovalec-2/,        Analyst - model expert and adviser (Data scientist) (m/f) in organizational unit Sales Development and ManagementWe are looking for a motivated person who will help building our story as the largest banking and financial group in Slovenia ...,16.2.2021,Osrednjeslovenska,zaposlitev.info
Upravljalec varovanja informacijskih sistemov,/,Ljubljana,NLB d.d.,https://www.zaposlitev.info/delo/upravljalec-varovanja-informacijskih-sistemov-2/,"        V svoje vrste vabimo strokovnjaka, ki se bo zaposlil na delovno mestoUpravljalec varovanja informacijskih sistemov (m/ž) v organizacijski enoti Upravljanje informacijske varnosti NLB SkupinePridružite se nam in postanite nepogrešljiv č",16.2.2021,Osrednjeslovenska,zaposlitev.info
Kadrovik m/ž,/,Ljubljana,Data d.o.o.,https://www.zaposlitev.info/delo/kadrovik-m-z/,"         	Načrtovanje in izvajanje kadrovske politike v skladu s strateškimi cilji podjetja iskanje kadra, 	izvedba postopkov izbora kandidatov, 	načrtovanje sistema izobraževanja in razvoja kadrov, 	priprava predlogov za napredovanje zaposlenih;",11.2.2021,Osrednjeslovenska,zaposlitev.info
Živilski delavec 2 (m/ž),/,Kamnik,ETA Kamnik d.o.o.,https://www.zaposlitev.info/delo/zivilski-delavec-2-m-z-2/,        Smo družba z dolgoletno tradicijo na področju proizvodnje kakovostnega konzerviranega sadja in zelenjave.V našo družbo vabimo nove sodelavce za DM: ŽIVILSKI DELAVEC 2   (m/ž)     Glavne naloge izbranega kandidat-a/ke bodo:,11.2.2021,Osrednjeslovenska,zaposlitev.info
Vzdrževalec – elektrikar (m/ž),/,Kamnik,ETA Kamnik d.o.o.,https://www.zaposlitev.info/delo/vzdrzevalec-elektrikar-m-z-3/,         	 nastavljanje strojev-dežurstvo v proizvodnem procesu 	 vzdrževanje elektro instalacij na objektih in strojih 	izdelava elektro razdelilnih omar in elektroinstalacij  	upravljanje s kotli,11.2.2021,Osrednjeslovenska,zaposlitev.info
VARNOSTNI INŽENIR - M/Ž,/,LJUBLJANA,HRM REŠITVE d.o.o.,https://www.zaposlitev.info/delo/varnostni-inzenir-m-z/,"        Za našega naročnika, ki je na trgu specializirano za izvajanje strokovnih nalog s področja varnosti in zdravja pri delu ter požarnega varstva iščemo na novo sodelavko/sodelavca za delovno mesto VARNOSTNI INŽENIR/strokovni sodelavec za vars...",05.2.2021,Osrednjeslovenska,zaposlitev.info
VODJA TIMA - M/Ž,/,OKOLICA LJUBLJANA,HRM REŠITVE d.o.o.,https://www.zaposlitev.info/delo/vodja-tima-m-z/,"        Za našo stranko, večji dom starejših občanov v širši okolici Ljubljane iščemo novo sodelavca/sodelavca za delovno mesto VODJA TIMA (M/Ž). OPIS DELOVNEGA MESTA (ključne naloge): 	samostojno vodenje, koordiniranje dela v službi zdrav",25.1.2021,Osrednjeslovenska,zaposlitev.info
VARNOSTNIK M/Ž,/,Ljubljana,"RIVAL - VTS, d.o.o.",https://www.zaposlitev.info/delo/varnostnik-m-z-2/,        VAROVANJE LJUDI IN PREMOŽENJA,25.1.2021,Osrednjeslovenska,zaposlitev.info
Skupinovodja (m/ž),/,Kamnik,ETA Kamnik d.o.o.,https://www.zaposlitev.info/delo/skupinovodja-m-z-2/,        Smo družba z dolgoletno tradicijo na področju proizvodnje kakovostnega konzerviranega sadja in zelenjave.V našo družbo vabimo novega sodelavca za DM:Skupinovodja (m/ž)Opis 	vodenje in organiziranje skupine 	kontrola in nadzor i,22.1.2021,Osrednjeslovenska,zaposlitev.info
Agent v klicnem centru m/ž,/,Ljubljana,"EOS KSI, Upravljanje terjatev d.o.o.",https://www.zaposlitev.info/delo/agent-v-klicnem-centru/,"        OPIS DELOVNEGA MESTA:V naš kolektiv vabimo nove sodelavce/ke za delo v klicnem centru. Vaše delo bo klicanje strank in sprejemanje telefonskih klicev, posredovanje informacij in pomoč strankam. Če radi delate z ljudmi, znate poslušati in pre",21.1.2021,Osrednjeslovenska,zaposlitev.info
Monter - Stavbni klepar - Krovec,/,Tujina (Nemčija),ESML d.o.o.,https://www.zaposlitev.info/delo/monter-stavbni-klepar-krovec-3/,"         	Montaža različnih fasad (aluminijaste fasade, sendvič paneli, izopaneli), 	potrebno poznavanje osnov kleparstva, 	delo na višini.",16.2.2021,Tujina,zaposlitev.info
Monter strojnih inštalacij Nemčija m/ž,/,Nemčija,Energomont SI d.o.o.,https://www.zaposlitev.info/delo/monter-strojnih-instalacij-nemcija-m-z-3/,,15.2.2021,Tujina,zaposlitev.info
Voznik v mednarodnem prometu,/,Teren UE,AGRO MOBIL d.o.o.,https://www.zaposlitev.info/delo/voznik-v-mednarodnem-prometu-2/,"         	Prevoz blago po EU, pomoč pri nakladu in razkladu",11.2.2021,Tujina,zaposlitev.info
Monter kovinskih konstrukcij in transportne tehnike (10 delovnih mest) m/ž,/,Tujina,"BUDAS Konstrukcije, projektiranje, proizvodnja in montaža inženirskih konstrukcij, d.o.o.",https://www.zaposlitev.info/delo/monter-kovinskih-konstrukcij-in-transportne-tehnike-10-delovnih-mest-m-z-3/,        Sestavljanje kovinskih konstrukcij in transportne tehnike.,10.2.2021,Tujina,zaposlitev.info
Monter - Stavbni klepar - Krovec,/,Tujina,ESML d.o.o.,https://www.zaposlitev.info/delo/monter-stavbni-klepar-krovec-4/,"         	Montaža različnih fasad (aluminijaste fasade, sendvič paneli, izopaneli), 	potrebno poznavanje osnov kleparstva, 	delo na višini.",09.2.2021,Tujina,zaposlitev.info
Delovodja monterjev (dve delovni mesti) m/ž,/,Tujina,BUDAS Konstrukcije d.o.o.,https://www.zaposlitev.info/delo/delovodja-monterjev-dve-delovni-mesti-m-z-2/,        Delovodja monterjev kovinskih konstrukcij in transportne tehnike.Delo v tujini.,09.2.2021,Tujina,zaposlitev.info
Monter pohištva m/ž,/,Delo v tujini,MONTAŽA ŠKOFLEK JANEZ ŠKOFLEK s.p.,https://www.zaposlitev.info/delo/mizar-monter-m-z-2/,"         	Montaža in demontaža pohištva po tujini 	Vračilo na 14 dni, delo v državah Evropske unije",27.1.2021,Tujina,zaposlitev.info
Elektroinštalater m/ž (10 delovnih mest),/,Tujina / EU,GMC KOVI d.o.o.,https://www.zaposlitev.info/delo/elektroinstalater-m-z-10-delovnih-mest/,,22.1.2021,Tujina,zaposlitev.info
Skupinovodja,/,Tujina,Viscars kdsl d.o.o.,https://www.zaposlitev.info/delo/skupinovodja-4/,"         	vodenje svoje skupine delavcev 	skrb za kvaliteto opravljenih del 	poročanje vodji gradbišča oziroma vodji montaže ali direktorju 	pregled in nadzor nad uporabo zaščitnih sredstev 	druga dela po naročilu direktorja, vodje pisarn, v",18.2.2021,Tujina,zaposlitev.info
"Električar v Munchnu, 10 dnevna migracija",/,Munchen,"PAROS MONT, kovinarstvo in montaža, d.o.o.",https://www.zaposlitev.info/delo/elektricar-v-munchnu-10-dnevna-migracija-5/,"        Elektro dela v stanovanjskih novogradnjah, vračamo se na 10 dni",15.2.2021,Tujina,zaposlitev.info
Ključavničar/monter,/,Tujina,Viscars kdsl d.o.o.,https://www.zaposlitev.info/delo/kljucavnicar-monter-4/,"         	vsa ključavničarska dela 	vsa montažna dela 	druga dela po naročilu direktorja, vodje pisarn, vodje računovodstva, vodje gradbišča ali skupinovodje 	druga dela glede na potrebe delovnega procesa",15.2.2021,Tujina,zaposlitev.info
Ključavničar/monter,/,Maribor,Viscars kdsl d.o.o.,https://www.zaposlitev.info/delo/kljucavnicar-monter-5/,"         	vsa ključavničarska dela 	vsa montažna dela 	druga dela po naročilu direktorja, vodje pisarn, vodje računovodstva, vodje gradbišča ali skupinovodje 	druga dela glede na potrebe delovnega procesa",05.2.2021,Tujina,zaposlitev.info
"Vodja skupine električarjev, bauleiter, 10 dnevna migracija",/,Munchen,"PAROS MONT, kovinarstvo in montaža, d.o.o.",https://www.zaposlitev.info/delo/vodja-skupine-elektricarjev-bauleiter-10-dnevna-migracija-3/,        Vodenje skupine električarjev na stanovanjskih in poslovnih novogradnjah,01.2.2021,Tujina,zaposlitev.info
Mehanik m/ž,/,Tujina,NÜRMONT INSTALLATIONS d.o.o.,https://www.zaposlitev.info/delo/mehanik-m-z-3/,"        Nürmont Installations d.o.o., smo slovensko hčerinsko podjetje skupine Baumüller, z nemško matično družbo, in eno od vodilnih podjetij na področju novih inštalacij in premestitve strojev in naprav. Za delo po vsem svetu in podporo našega",01.2.2021,Tujina,zaposlitev.info
Električar Nemčija Passau,/,Passau Nemčija,Sorsada d.o.o.,https://www.zaposlitev.info/delo/elektricar-nemcija-passau-3/,"         	Opravljanje raznih elektromontažnih  del, 	sestavljanje izdelkov in vezanje elektro omaric, 	polaganje električnih kablov in polic, 	izvajanje raznih elektro priklopov in instalacijskih del, 	ostala dela po navodilu nadrejenega.Del",27.1.2021,Tujina,zaposlitev.info
