Title,Application_date,Place_of_work,Company,Url,Description,Date_of_announcement,Region,Site
Kuhar/kuharica,/,Kranjska Gora,Hit Alpinea d.d.,https://www.mojedelo.com/kuharkuharica/d-508125,"Kaj bodo vaše naloge in odgovornosti?  priprava jedi v penzionski ponudbi in priprava jedi po naročilu,  izvajanje standardov, navodil in normativov s področja gostinstva..",4.2.2021,Gorenjska,mojedelo.com
Natakar/natakarica,/,Kranjska Gora,Hit Alpinea d.d.,https://www.mojedelo.com/natakarnatakarica/d-508124,"Kaj bodo vaše naloge in odgovornosti?  sprejemanje naročil in izvajanje strežbe, izvajanje standardov, navodil in normativov s področja strežbe..",4.2.2021,Gorenjska,mojedelo.com
Upravljalec stroja (m/ž) v Kranju,/,Kranj,Trenkwalder d.o.o.,https://www.mojedelo.com/upravljalec-stroja-mz-v-kranju/d-511028,"Imaš izkušnje z upravljanjem strojev in te to delo veseli? Oddaj prijavo in se pridruži inovativnemu podjetju, ki že vrsto let uspešno deluje v mednarodnem okolju. ",4.2.2021,Gorenjska,mojedelo.com
Delavec na stroju (m/ž) v Kranju,/,Kranj,Trenkwalder d.o.o.,https://www.mojedelo.com/delavec-na-stroju-mz-v-kranju/d-513333,"Si želite dela v dveh izmenah in prostih vikendov? Ste pri svojem delu spretni in zanesljivi? Oddajte prijavo in se pridružite podjetju, ki že vrsto let uspešno deluje v tekstilni industriji. ",4.2.2021,Gorenjska,mojedelo.com
Orodjar m/ž,/,Lipnica / Brnik ,HSG KARIERA,https://www.mojedelo.com/orodjar-mz/d-515325,"Se želite pridružiti podjejtju s 60 letno tradicijo? Imate izkušnje z delom kot orodjar m/ž v kovinarski industriji? V primeru, da ste odgovorili z da vam predlagam, da se čim prej prijavite in pridružite ekipi.",3.2.2021,Gorenjska,mojedelo.com
Nastavljalec strojev m/ž,/,Lipnica / Brnik ,HSG KARIERA,https://www.mojedelo.com/nastavljalec-strojev-mz/d-515319,Se želite pridružiti podjejtju s 60 letno tradicijo? Imate izkušnje z delom kot nastavljalec strojev m/ž po tem takem se prijavite,3.2.2021,Gorenjska,mojedelo.com
Vodja prodaje v hotelu (m/ž),/,Gorenjska regija,ADECCO H.R. d.o.o.,https://www.mojedelo.com/vodja-prodaje-v-hotelu-mz/d-515401,"Adecco H.R. d.o.o., vodilno mednarodno podjetje na področju upravljanja s človeškimi viri za svojega naročnika išče novega sodelavca/ko.",3.2.2021,Gorenjska,mojedelo.com
CNC programer,/,Škofja Loka,Axent d.o.o.,https://www.mojedelo.com/cnc-programer/d-515163,Za našega naročnika zaposlimo CNC programerja,3.2.2021,Gorenjska,mojedelo.com
Inženir na področju strojne obdelave,/,Naklo,MB-NAKLO D.O.O.,https://www.mojedelo.com/inzenir-na-podrocju-strojne-obdelave/d-515254,"Področje obdelav je zelo zanimivo in raznoliko ter se v zadnjem času razvija v zelo zanimivi smeri e-mobilnosti in obdelav novih materialov. Če vas to področje zanima in bi se radi pridružili našemu uspešnemu timu, vas vabimo, da pošljete prijavo.",3.2.2021,Gorenjska,mojedelo.com
Mesar (m/ž) v Tržiču,/,Tržič,Mercator d.d.,https://www.mojedelo.com/mesar-mz-v-trzicu/d-515378,"K prijavi vabimo kandidate, ki imajo dokončano najmanj IV. stopnjo izobrazbe. Zaželeno je, da: ste spretni pri pripravi mesa, vas veseli delo z ljudmi, ste pozitivno naravnani in znate to prenašati tudi na druge ljudi, pripravljeni za učenje in no...",3.2.2021,Gorenjska,mojedelo.com
Prodajni inženir (m/ž) v okolici Ljubljane,/,okolica Ljubljane,Trenkwalder d.o.o.,https://www.mojedelo.com/prodajni-inzenir-mz-v-okolici-ljubljane/d-515363,"Komunikativni inženirji elektrotehnike in strojniki – iščemo prav vas! Odlično karierno priložnost imamo za vse tiste, ki ste svoje poznavanje delovanja tehničnih produktov in proizvodnih procesov prenesli tudi na prodajno področje in se v tej din...",3.2.2021,Gorenjska,mojedelo.com
Mesar (m/ž) v Kranju,/,Kranj,Mercator d.d.,https://www.mojedelo.com/mesar-mz-v-kranju/d-515339,"K prijavi vabimo kandidate, ki imajo dokončano najmanj IV. stopnjo izobrazbe. Zaželeno je, da: ste spretni pri pripravi mesa, vas veseli delo z ljudmi, ste pozitivno naravnani in znate to prenašati tudi na druge ljudi, pripravljeni za učenje in no...",3.2.2021,Gorenjska,mojedelo.com
Mesar (m/ž) v Bohinjski Bistrici,/,Bohinjska Bistrica,Mercator d.d.,https://www.mojedelo.com/mesar-mz-v-bohinjski-bistrici/d-515336,"K prijavi vabimo kandidate, ki imajo dokončano najmanj IV. stopnjo izobrazbe. Zaželeno je, da: ste spretni pri pripravi mesa, vas veseli delo z ljudmi, ste pozitivno naravnani in znate to prenašati tudi na druge ljudi, pripravljeni za učenje in no...",3.2.2021,Gorenjska,mojedelo.com
Voznik tovornega vozila (m/ž) v Cash & Carry Škofja Loka,/,Škofja Loka,Mercator d.d.,https://www.mojedelo.com/voznik-tovornega-vozila-mz-v-cash-carry-skofja-loka/d-515333,"K prijavi vabimo kandidate, ki imajo dokončano poklicno šolo za voznike motornih vozil ali najmanj IV. stopnjo izobrazbe ter opravljen izpit B in C kategorije. Zaželjeno je, da: ste vestni, natančni in zanesljivi, vas veseli delo z ljudmi, ste poz...",3.2.2021,Gorenjska,mojedelo.com
Mesar (m/ž) na Bledu,/,Bled,Mercator d.d.,https://www.mojedelo.com/mesar-mz-na-bledu/d-515340,"K prijavi vabimo kandidate, ki imajo dokončano najmanj IV. stopnjo izobrazbe. Zaželeno je, da: ste spretni pri pripravi mesa, vas veseli delo z ljudmi, ste pozitivno naravnani in znate to prenašati tudi na druge ljudi, pripravljeni za učenje in no...",3.2.2021,Gorenjska,mojedelo.com
Inženir na področju avtomatizacije,/,Naklo,MB-NAKLO D.O.O.,https://www.mojedelo.com/inzenir-na-podrocju-avtomatizacije/d-515201,"Smo uspešno in stabilno podjetje in v svojo odlično ekipo vabimo vse,  ki vas zanima pestro področje avtomatizacije in poznate osnove strojništva. Delo je že dobro vpeljano, imeli boste tudi odličnega mentorja. Pridružite se nam!",3.2.2021,Gorenjska,mojedelo.com
Operater I (m/ž),/,Kranj,Iskra ISD PLAST d.o.o. ,https://www.mojedelo.com/operater-i-mz/d-515286,"Opis del in nalog: delo na stroju, posluževanje različnih tipov strojev..",3.2.2021,Gorenjska,mojedelo.com
Samostojni strokovni sodelavec v oddelku nabave - nabavnik (m/ž),/,Kranj,Be Healthy d.o.o.,https://www.mojedelo.com/samostojni-strokovni-sodelavec-v-oddelku-nabave-nabavnik-mz/d-515261,"Delovno mesto obsega: Iskanje novih dobaviteljev, surovin in izdelkov, izbor konkurenčnih ponudb za trenutne izdelke ter izdelke v razvoju, nadzor nad zalogami in naročanje materiala...",3.2.2021,Gorenjska,mojedelo.com
Sodelavec v računovodstvu (m/ž),/,Jesenice,Katalea Consulting d.o.o. ,https://www.mojedelo.com/sodelavec-v-racunovodstvu-mz/d-515241,"Naš dolgoletni naročnik je uveljavljeno slovensko podjetje, ki je del uveljavljenega mednarodnega holdinga na področju dobave specialnih jekel za strojegradnjo in procesno industrijo. Delovno mesto je na Jesenicah.  ",3.2.2021,Gorenjska,mojedelo.com
Vodja izmene v Ljubljani (m/ž),/,Ljubljana,Geaprodukt d.o.o.,https://www.mojedelo.com/vodja-izmene-v-ljubljani-mz/d-510298,V našem največjem poslovnem centru iščemo novo vodjo izmene. ,3.2.2021,Gorenjska,mojedelo.com
Tehnolog v Ljubljani (m/ž),/,Ljubljana,Geaprodukt d.o.o.,https://www.mojedelo.com/tehnolog-v-ljubljani-mz/d-510297,"Podjetje Geaprodukt d.o.o. je največji dobavitelj sadja in zelenjave pri nas, s svojo dolgoletno tradicijo in znanjem, pa postaja vse bolj prisoten tudi v širši regiji. ",3.2.2021,Gorenjska,mojedelo.com
Voznik / komisionar (m/ž),/,Ljubljana,Geaprodukt d.o.o.,https://www.mojedelo.com/voznik-komisionar-mz/d-510291,"Iščeš stabilno in dolgoročno zaposlitev? Si želiš spoznati mednarodno dejavnost, ki nikoli ne spi? Si zanesljiv, marljiv, vztrajen in pripravljen na vsakodnevne izzive? Če si odgovoril pritrdilno in iščeš zaposlitev v podjetju, kjer se boš dobro p...",3.2.2021,Gorenjska,mojedelo.com
Arhitekt za projektiranje zdravstvenih objektov (m/ž)/Architect For The Design Of Healthcare Facilities (m/f),/,Šenčur,Protim Ržišnik Perc arhitekti in inženirji d.o.o.,https://www.mojedelo.com/arhitekt-za-projektiranje-zdravstvenih-objektov-mzarchitect-for-the-design-of-healthcare-facilities-mf/d-512865,"Delovne naloge: strokovno vodenje kompleksnih projektov s področja zdravstva, odgovornost za strokovno, pravočasno in racionalno izvedbo storitev, samostojno opravljanje del in nalog arhitekta ...",3.2.2021,Gorenjska,mojedelo.com
Gradbeni inženir - statik (m/ž),/,Šenčur,Protim Ržišnik Perc arhitekti in inženirji d.o.o.,https://www.mojedelo.com/gradbeni-inzenir-statik-mz/d-514021,"Pričakovana znanja, izkušnje in kompetence: 2. bolonjska oz. univerzitetna stopnja izobrazbe gradbene smeri – konstrukcijska smer, zaželene delovne izkušnje pri projektiranju gradbene konstrukcije (statični račun ali armaturni načrti ali delavnišk...",3.2.2021,Gorenjska,mojedelo.com
Delavec v proizvodnji m/ž,/,Tržič,HSG KARIERA,https://www.mojedelo.com/delavec-v-proizvodnji-mz/d-515271,Iščete dvoizmensko delo v proizvodnji? Naš naročnik k sodelovanju vabi nove sodelavce.,2.2.2021,Gorenjska,mojedelo.com
Nabavnik - logist (m/ž),/,Škofja Loka,EGP Embalažno grafično podjetje d.o.o.,https://www.mojedelo.com/nabavnik-logist-mz/d-515213,"Od novih sodelavcev pričakujemo: najmanj V. stopnjo izobrazbe ekonomske ali druge ustrezne smeri; dobro poznavanje orodij MS Office; aktivno znanje angleškega jezika; poznavanje aplikacije SAP je prednost; znanja o materialih je prednost (papir, k...",2.2.2021,Gorenjska,mojedelo.com
Konstrukter m/ž,/,Medvode ,Brinox d.o.o.,https://www.mojedelo.com/konstrukter-mz/d-515212,"Opis del in nalog: konstruiranje strojnih delov, delov naprav in izdelkov za procesno industrijo; sodelovanje in komunikacija z naročniki v fazi razvoja; sodelovanje z ostalim oddelki glede projektnih in razvojnih aktivnostih; izdelavo delavniških...",2.2.2021,Gorenjska,mojedelo.com
Operater I (m/ž),/,Kranj,ISKRA ISD - GALVANIKA d.o.o.,https://www.mojedelo.com/operater-i-mz/d-515210,Vaše delo bo posluževanje in upravljanje linije za galvaniziranje izdelkov.,2.2.2021,Gorenjska,mojedelo.com
Delavec v proizvodnji - dvoizmensko (m/ž),/,Kranj,WORKFORCE d.o.o. ,https://www.mojedelo.com/delavec-v-proizvodnji-dvoizmensko-mz/d-515166,"Za našega naročnika, enega izmed vodilnih proizvajalcev ter dobaviteljev pomožnih materialov za livarstvo in metalurgijo predvsem na območju jugovzhodne Evrope iščemo več novih sodelavcev, ki bodo zasedli delovno mesto Delavec v proizvodnji (m/ž).",2.2.2021,Gorenjska,mojedelo.com
Podporni inženir/inženirka,/,Kranj,"Iskratel, d.o.o.",https://www.mojedelo.com/podporni-inzenirinzenirka/d-515149,"Bodi STROKOVNJAK, ker: imaš oz. zaključuješ vsaj VI/II raven izobrazbe (telekomunikacije, računalništvo, informatika), poznaš (vsaj) osnove omrežne tehnologije in IP protokola..",2.2.2021,Gorenjska,mojedelo.com
Prodajalci (m/ž) v Gorenji vasi in Žireh,/,Gorenja vas in Žiri,Mercator d.d.,https://www.mojedelo.com/prodajalci-mz-v-gorenji-vasi-in-zireh/d-515087,"K prijavi vabimo kandidate, ki imajo dokončano najmanj IV. stopnjo izobrazbe. Zaželjeno je, da: imate izkušnje z delom v trgovini; vas veseli delo z ljudmi; ste vestni in zanesljivi; ste pozitivno naravnani in znate to prenašati tudi na druge ljud...",2.2.2021,Gorenjska,mojedelo.com
Prodajalec (m/ž) v Medvodah,/,Medvode,Mercator d.d.,https://www.mojedelo.com/prodajalec-mz-v-medvodah/d-515088,"K prijavi vabimo kandidate, ki imajo dokončano najmanj IV. stopnjo izobrazbe. Zaželjeno je, da: imate izkušnje z delom v trgovini; vas veseli delo z ljudmi; ste vestni in zanesljivi; ste pozitivno naravnani in znate to prenašati tudi na druge ljud...",2.2.2021,Gorenjska,mojedelo.com
Prodajalci (m/ž) v Škofji Loki z okolico,/,Škofja Loka z okolico,Mercator d.d.,https://www.mojedelo.com/prodajalci-mz-v-skofji-loki-z-okolico/d-515090,"K prijavi vabimo kandidate, ki imajo dokončano najmanj IV. stopnjo izobrazbe. Zaželeno je, da: imate izkušnje z delom v trgovini, vas veseli delo z ljudmi, ste vestni in zanesljivi, ste pozitivno naravnani in znate to prenašati tudi na druge ljudi...",2.2.2021,Gorenjska,mojedelo.com
Prodajalci (m/ž) v Kranju in okolici,/,Kranj in okolica,Mercator d.d.,https://www.mojedelo.com/prodajalci-mz-v-kranju-in-okolici/d-515092,"K prijavi vabimo kandidate, ki imajo dokončano najmanj IV. stopnjo izobrazbe. Zaželjeno je, da: imate izkušnje z delom v trgovini; vas veseli delo z ljudmi; ste vestni in zanesljivi; ste pozitivno naravnani in znate to prenašati tudi na druge ljud...",2.2.2021,Gorenjska,mojedelo.com
Samostojni monter in serviser klima naprav in hladilnih sistemov,/,Kranj,Klima Belehar prezračevanje in klimatizacija d.o.o. ,https://www.mojedelo.com/samostojni-monter-in-serviser-klima-naprav-in-hladilnih-sistemov/d-513863,"Med svoje vrste vabimo usposobljen kader za delo na terenu: montažo klima naprav - split sistemov, toplotnih črpalk, servis prezračevalnih, ogrevalnih in hladilnih naprav..",2.2.2021,Gorenjska,mojedelo.com
Vodja interne kakovosti (m/ž),/,Gorenjska,HSG KARIERA,https://www.mojedelo.com/vodja-interne-kakovosti-mz/d-515108,"Za našega naročnika, slovensko podjetje s 30-letno tradicijo, enega vodilnih svetovnih sistemskih razvijalcev in dobaviteljev kabelskih snopov, plastičnih in silikonskih delov ter različnih mehanskih sklopov, iščemo novega sodelavca za delovno mes...",1.2.2021,Gorenjska,mojedelo.com
Pismonoša (m/ž) v Kamniku,/,Kamnik,Trenkwalder d.o.o.,https://www.mojedelo.com/pismonosa-mz-v-kamniku/d-515055,"Imate radi gibanje in dinamiko? Pisarniško delo ni za vas? Postanite nepogrešljivi v vsakem domu! Nudimo vam stabilno zaposlitev, dobro izhodiščno plačilo in dinamično delo na terenu. ",1.2.2021,Gorenjska,mojedelo.com
Delavec v proizvodnji,/,Mengeš,Mapi pipe d.o.o.,https://www.mojedelo.com/delavec-v-proizvodnji/d-515119,"Naloge: Upravljanje, nadzor in strežba strojem. Manipulacija z vhodnimi materiali, pakiranje in manipulacija z izdelki. Izvajanje predpisanih kontrolnih postopkov. Recikliranje odpadnih plastičnih materialov.",1.2.2021,Gorenjska,mojedelo.com
Delavec v živilski proizvodnji m/ž,/,Kranj,HSG KARIERA,https://www.mojedelo.com/delavec-v-zivilski-proizvodnji-mz/d-514981,Imate radi vonj sveže pečenega kruha in iščete delo v proizvodnji? Za vas imamo pravo priložnost!,1.2.2021,Gorenjska,mojedelo.com
Vodja linije/programa m/ž,/,Kranj,"Iskra, d.o.o.",https://www.mojedelo.com/vodja-linijeprograma-mz/d-515000,"Vaše osnovne naloge: Organizacija dela ekipe zaposlenih in linije, vodenje, koordiniranje in nadzor delovnega procesa v proizvodnji (liniji), sodelovanje s plansko službo, operativni nadzor nad realizacijo dnevnih in tedenskih planov, sodelovanje ...",1.2.2021,Gorenjska,mojedelo.com
Varnostnik z orožjem m/ž za delo na področju intervencije - Kranj,/,Kranj,AKTIVA VAROVANJE d.d.,https://www.mojedelo.com/varnostnik-z-orozjem-mz-za-delo-na-podrocju-intervencije-kranj/d-514997,"Kaj pričakujemo: II., III., IV. ali V.  stopnjo šolske izobrazbe, poljubne smeri, zaželen opravljen NPK za varnostnika ali končana srednja šola za poklic Tehnik varovanja,...",1.2.2021,Gorenjska,mojedelo.com
Varnostnik m/ž Škofja Loka,/, Škofja Loka,AKTIVA VAROVANJE d.d.,https://www.mojedelo.com/varnostnik-mz-skofja-loka/d-514976,"Poglavitne naloge: varovanje oseb in premoženja, nadzor nad strankami, zaposlenimi, blagovnim prometom, obhodi po varovanih območjih, varovanje javnih zbiranj…",1.2.2021,Gorenjska,mojedelo.com
Varnostnik m/ž Kranj,/,Kranj,AKTIVA VAROVANJE d.d.,https://www.mojedelo.com/varnostnik-mz-kranj/d-514973,"Poglavitne naloge: varovanje oseb in premoženja, nadzor nad strankami, zaposlenimi, blagovnim prometom, obhodi po varovanih območjih, varovanje javnih zbiranj…",1.2.2021,Gorenjska,mojedelo.com
Varnostnik m/ž Bled,/,Bled,AKTIVA VAROVANJE d.d.,https://www.mojedelo.com/varnostnik-mz-bled/d-514972,"Poglavitne naloge: varovanje oseb in premoženja, nadzor nad strankami, zaposlenimi, blagovnim prometom, obhodi po varovanih območjih, varovanje javnih zbiranj…",1.2.2021,Gorenjska,mojedelo.com
Oddelek za operativno odličnost (M/Ž),/,Brnik,"Iskra Mehanizmi, d.o.o.",https://www.mojedelo.com/oddelek-za-operativno-odlicnost-mz/d-514901,"Pogoji za zasedbo delovnega mesta: najmanj VII. stopnja izobrazbe tehnične ali organizacijske smeri, aktivno znanje angleščine, odlično poznavanje metodologije vitke proizvodnje: 5S, VSM, SMED, OEE, standardno delo, kanban ipd.,...",1.2.2021,Gorenjska,mojedelo.com
Inženir na področju razvojne tehnologije - več prostih delovnih mest (ž/m),/,Kropa,"Iskra Mehanizmi, d.o.o.",https://www.mojedelo.com/inzenir-na-podrocju-razvojne-tehnologije-vec-prostih-delovnih-mest-zm/d-514898,"Pogoji za zasedbo delovnega mesta: najmanj VI. stopnja izobrazbe strojne ali elektro smeri, sposobnost samostojnega tehničnega presojanja in odločanja, aktivno znanje vsaj enega tujega jezika (angleščina ali nemščina) in pasivno drugega (angleščin...",1.2.2021,Gorenjska,mojedelo.com
Tehnično - komercialni sodelavec m/ž,/,Poljane nad Škofjo Loko,Tehmetal d.o.o.,https://www.mojedelo.com/tehnicno-komercialni-sodelavec-mz/d-514032,"Delovne naloge - vzpostavitev sistema obvladovanja obstoječih in potencialnih kupcev, sprejemanje povpraševanj in izdajanje ponudb.. zaposlitev za nedoločen čas s 6-mesečnim poskusnim delom,delo v uspešnem, dinamičnem in razvojno usmerjenem kolek...",1.2.2021,Gorenjska,mojedelo.com
Sestavljavec majhnih delcev m/ž,/,Kranj,HSG KARIERA,https://www.mojedelo.com/sestavljavec-majhnih-delcev-mz/d-514922,"Za našega naročnika, proizvodno podjetje v Kranju, iščemo nove sodelavce.",29.1.2021,Gorenjska,mojedelo.com
Serijski inženir kakovosti– medical področje (M/Ž),/,Lipnica,"Iskra Mehanizmi, d.o.o.",https://www.mojedelo.com/serijski-inzenir-kakovosti-medical-podrocje-mz/d-514903,"Pogoji za zasedbo delovnega mesta: poznavanje dela na računalniku s programi (MS Office, Power point), dobro poznavanje 5. stebrov kakovosti (APQP, PPAP, FMEA, MSA, SPC), poznavanje orodij za reševanje problemov (Ishikawa, 5xwhy..),...",29.1.2021,Gorenjska,mojedelo.com
Izdelovalec IV – proizvodnja smol Medvode (m/ž),/,Medvode,Helios TBLUS d.o.o.,https://www.mojedelo.com/izdelovalec-iv-proizvodnja-smol-medvode-mz/d-514863,"Ste pripravljeni na nove delovne izzive? Vas veseli in motivira delo v proizvodnji? Ste vestni, zanesljivi in samoiniciativni? Če se prepoznate v zgoraj navedenem in ustrezate zahtevanim pogojem v nadaljevanju, vas vabimo, da se pridružite našemu ...",29.1.2021,Gorenjska,mojedelo.com
Operativni tehnolog/tehnologinja,/,Kranj,"Iskratel, d.o.o.",https://www.mojedelo.com/operativni-tehnologtehnologinja/d-514799,"Bodi STROKOVNJAK, ker: pripravljaš programe za strojne preglede izdelkov..",29.1.2021,Gorenjska,mojedelo.com
Operater/operaterka,/,Kranj,"Iskratel, d.o.o.",https://www.mojedelo.com/operateroperaterka/d-514800,"Bodi STROKOVNJAK, ker: znaš upravljati tehnološke stroje, skrbiš za zagon procesov in sprostitev serij...",29.1.2021,Gorenjska,mojedelo.com
Ekspert/ekspertka za podporo prodaji – pravnik/pravnica,/,Kranj,"Iskratel, d.o.o.",https://www.mojedelo.com/ekspertekspertka-za-podporo-prodaji-pravnikpravnica/d-514804,"Bodi STROKOVNJAK, ker: imaš zaključeno univerzitetno pravno izobrazbo, znaš pripraviti najzahtevnejše ponudbe in pogodbe, ki urejajo prodajne posle..",29.1.2021,Gorenjska,mojedelo.com
Inženir/inženirka (DEV OPS),/,Kranj,"Iskratel, d.o.o.",https://www.mojedelo.com/inzenirinzenirka-dev-ops/d-514805,"Bodi STROKOVNJAK, ker: imaš oz. zaključuješ vsaj VI/II raven izobrazbe (telekomunikacije, računalništvo, informatika)..",29.1.2021,Gorenjska,mojedelo.com
Varilec (m/ž),/,Kranj,WORKFORCE d.o.o. ,https://www.mojedelo.com/varilec-mz/d-514846,"Za našega naročnika proizvodno in trgovinsko podjetje s področja industrijskih strojev in naprav, strojev namenjenih komunalni dejavnosti, storitvene dejavnosti in kaminskih peči, iščemo novega sodelava, ki bo zasedel delovno mesto Varilec (m/ž).",29.1.2021,Gorenjska,mojedelo.com
Skladiščnik,/,Škofja Loka in Begunje na Gorenjskem,SVP AVIO d.o.o.,https://www.mojedelo.com/skladiscnik/d-514823,"Pričakujemo: zaključeno srednjo šolo, izpit za viličarja, 12 mesecev izkušenj na opisanem delovnem mestu, sposobnost za delo v timu, natančnost, zanesljivost in fleksibilnost.",29.1.2021,Gorenjska,mojedelo.com
Gradbeni inženir vodja projektov v gradbeništvu,/,Kranj,"DILCA d.o.o., Kranj",https://www.mojedelo.com/gradbeni-inzenir-vodja-projektov-v-gradbenistvu/d-514780,"Delovne naloge: vodenje, organiziranje in koordiniranje del na najzahtevnejših gradbiščih ali več zahtevnih gradbiščih; organiziranje, vodenje tehničnih sestankov na gradbišču in vestno sodelovanje s projektanti, investitorji, podizvajalci ...",29.1.2021,Gorenjska,mojedelo.com
"Varnostnik z orožjem, m/ž, za delo na področju prevoza vrednostnih pošiljk",/,Kranj,AKTIVA VAROVANJE d.d.,https://www.mojedelo.com/varnostnik-z-orozjem-mz-za-delo-na-podrocju-prevoza-vrednostnih-posiljk/d-514013,"Poglavitne naloge: izvajanje varnostnih del in nalog pri varovanju ljudi in premoženja na varovanem območju, izvajanje del prevoznika/spremljevalca v skupinah prevoza in varovanja gotovine ter drugih vrednostnih pošiljk. ",29.1.2021,Gorenjska,mojedelo.com
Skrbnik blagovnih znamk / Brand manager (m/ž),/,Hrastje (Kranj),"ARC - Kranj, d.o.o.",https://www.mojedelo.com/skrbnik-blagovnih-znamk-brand-manager-mz/d-514743,"Pričakujemo: najmanj 2 leti delovnih izkušenj na področju upravljanja z blagovnimi znamkami v industriji široke potrošnje (FMCG), odlično znanje angleškega jezika, zaželeno tudi znanje hrvaščine...",28.1.2021,Gorenjska,mojedelo.com
Serviser (m/ž),/,Bled,PROCHROM-COMP d.o.o.,https://www.mojedelo.com/serviser-mz/d-514615,"Pričakujemo: poklicna ali srednja šola elektro oz. mehatronične smeri (IV. ali V. stopnja); izkušnje na podobnih delovnih mestih;  pripravljenost na terensko delo; delovne navade, komunikativnost, logično razmišljanje; sposobnost samostojnega in t...",28.1.2021,Gorenjska,mojedelo.com
Električar - vzdrževalec,/,Sovodenj,"Termopol, d.o.o.",https://www.mojedelo.com/elektricar-vzdrzevalec/d-514707,"Opis delovnega mesta: popravilo strojev in naprav in električnih instalacij ob okvarah, priključitev novih strojev in naprav, montaža elektroinštalacij, pomoč pri nastavitvah strojev, orodij in delovnih naprav, sodelovanje pri izboljšanju delovnih...",28.1.2021,Gorenjska,mojedelo.com
Blagovni manipulant – komisionar v skladišču zamrznjenih izdelkov,/,Naklo,AGENCIJA AGADO d.o.o.,https://www.mojedelo.com/blagovni-manipulant-komisionar-v-skladiscu-zamrznjenih-izdelkov/d-514656,"Naš naročnik je večje, zelo uspešno trgovsko podjetje, ki zaradi povečanega obsega dela v svoje vrste vabi več kandidatov za delovno mesto: Blagovni manipulant – komisionar v skladišču zamrznjenih izdelkov.Kraj dela: Naklo.",28.1.2021,Gorenjska,mojedelo.com
Računovodja (m/ž),/,Stahovica,Calcit d.o.o.,https://www.mojedelo.com/racunovodja-mz/d-514693,"K prijavi vabimo kandidate, ki imajo: VII. stopnjo izobrazbe ekonomske smeri, odlično znanje slovenskega in angleškega jezika (poznavanje dodatnih jezikov je prednost), 2 leti delovnih izkušen na področju računovodstva.",27.1.2021,Gorenjska,mojedelo.com
PEK (m/ž),/,Gorenjska,Delos zaposlovanje d.o.o.,https://www.mojedelo.com/pek-mz/d-514610,"Zaposlimo osebo za delo v pekarni na Gorenjskem. Delo bo obsegalo pomoč pri izdelavi slaščic, piškotov in ostalega peciva. Izkušnje s pripravo piškotov so obvezne. Delo je 1 izmensko (dopoldansko).",27.1.2021,Gorenjska,mojedelo.com
Proizvodni delavec - prehrambena panoga m/ž,/,Kranj,Naton d.o.o.,https://www.mojedelo.com/proizvodni-delavec-prehrambena-panoga-mz/d-514680,"Za našega naročnika, proizvajalca svežega kruha, pekovskega in cvrtega peciva ter drugih prehrambenih izdelkov, iščemo več proizvodnih delavcev za dvo ali tri-izmensko delo v Kranju. Gre za možnost dolgoročne zaposlitve direktno pri našem naročniku.",27.1.2021,Gorenjska,mojedelo.com
Inženir avtomatizacije m/ž,/,Nova Gorica,Manpower d.o.o.,https://www.mojedelo.com/inzenir-avtomatizacije-mz/d-514591,"Za našega naročnika, uspešno mednarodno podjetje, iščemo Inženirja avtomatizacije m/ž na Goriškem.",27.1.2021,Gorenjska,mojedelo.com
Produktni vodja pripravnik,/,Lesce,"Swarco Lea, d.o.o.",https://www.mojedelo.com/produktni-vodja-pripravnik/d-514565,"VAŠE ZADOLŽITVE: Sodelovanje in komunikacija s kupci pri realizaciji projektov, skrb za življenjsko dobo izdelkov in komponent, določitev vizije in strategije izdelka..",27.1.2021,Gorenjska,mojedelo.com
Urejevalec na štancah (m/ž),/,Lipnica,Naton d.o.o.,https://www.mojedelo.com/urejevalec-na-stancah-mz/d-514670,"Za našega naročnika podjetje s šestdesetletnimi izkušnjami na področjih finomehanike, elektromehanike in elektronike, z lastnim razvojem in trženjem zahtevnih tehnologij iščemo urejevalce na štancah za delo v Lipnici.",27.1.2021,Gorenjska,mojedelo.com
C# programer m/ž,/,Kranj,Naton d.o.o.,https://www.mojedelo.com/c-programer-mz/d-514673,"Za našega naročnika, ki razvija inovativne informacijsko-komunikacijske rešitve za področje zdravstva, iščemo programerja za razvoj sistemov na področju zdravstvene informatike. Ponujamo vam zanimivo in razvojno naravnano delo v odličnem podjetju ...",27.1.2021,Gorenjska,mojedelo.com
Mesar (m/ž) Kranj in okolica,/,Kranj in okolica,AGENCIJA AGADO d.o.o.,https://www.mojedelo.com/mesar-mz-kranj-in-okolica/d-514617,"Pričakujemo: opravljena srednja živilska šola, smer mesar ali druge sorodne smeri, poznavanje tehnik priprave mesa, bonton, dobra komunikacija in veščine za pomoč strankam, dobre ročne spretnosti, dobro poznavanje podrobnosti mesa, kosov in priprave.",27.1.2021,Gorenjska,mojedelo.com
Mesar (m/ž) Gorenjska in okolica,/,Gorenjska in okolica,AGENCIJA AGADO d.o.o.,https://www.mojedelo.com/mesar-mz-gorenjska-in-okolica/d-514619,"Pričakujemo: opravljena srednja živilska šola, smer mesar ali druge sorodne smeri, poznavanje tehnik priprave mesa, bonton, dobra komunikacija in veščine za pomoč strankam, dobre ročne spretnosti, dobro poznavanje podrobnosti mesa, kosov in priprave.",27.1.2021,Gorenjska,mojedelo.com
